sale_id;month;destination_code;destination_city;destination_country;region;route_category;total_flights;total_passengers;total_revenue_eur;avg_ticket_price_eur;load_factor_pct;business_class_pct;online_booking_pct;cost_per_seat_km_eur
SAL00634;2023-10;ZRH;Zurich;Switzerland;Europe;Short-haul;17;2281;380814.84;166.95;86.0;9.1;79.2;0.1062
SAL00635;2023-10;BRU;Brussels;Belgium;Europe;Short-haul;12;1627;292948.54;180.05;74.4;18.2;83.3;0.0712
SAL00636;2023-10;WAW;Warsaw;Poland;Europe;Short-haul;7;884;141632.36;160.22;71.2;22.9;73.2;0.0717
SAL00637;2023-10;ARN;Stockholm;Sweden;Europe;Medium-haul;8;1010;249075.58;246.61;86.6;18.5;80.5;0.0858
SAL00638;2023-10;MUC;Munich;Germany;Europe;Short-haul;29;4040;741418.05;183.52;86.5;8.1;73.2;0.0517
SAL00639;2023-10;IAD;Washington;United States;North America;Long-haul;6;1512;1322521.26;874.68;88.7;11.1;57.6;0.0817
SAL00640;2023-10;AMS;Amsterdam;Netherlands;Europe;Short-haul;20;2739;464326.13;169.52;82.3;16.4;56.6;0.0802
SAL00641;2023-10;MAD;Madrid;Spain;Europe;Medium-haul;15;2251;563164.23;250.18;84.9;16.2;78.7;0.0742
SAL00642;2023-10;CPH;Copenhagen;Denmark;Europe;Short-haul;11;1541;247811.14;160.81;76.8;12.5;64.6;0.047
SAL00643;2023-10;IST;Istanbul;Turkey;Europe;Medium-haul;11;1536;335813.43;218.63;92.5;22.9;80.5;0.0527
SAL00644;2023-10;JFK;New York;United States;North America;Long-haul;7;1646;1441108.63;875.52;72.4;16.0;75.7;0.0762
SAL00645;2023-10;BCN;Barcelona;Spain;Europe;Medium-haul;10;1500;333 097.71;222.07;70.6;23.9;68.6;0.0493
SAL00646;2023-10;VIE;Vienna;Austria;Europe;Short-haul;10;1387;268758.89;193.77;72.7;16.8;75.1;0.051
SAL00647;2023-10;DUS;Dusseldorf;Germany;Europe;Short-haul;10;1340;229 583.66;171.33;82.0;11.6;72.0;0.0881
SAL00648;2023-10;YYZ;Toronto;Canada;North America;Long-haul;6;1380;994208.06;720.44;79.0;14.2;55.9;0.1184
SAL00649;2023-10;PVG;Shanghai;China;Asia;Long-haul;7;1649;1298606.57;787.51;75.1;11.5;62.4;0.0652
SAL00650;2023-10;JNB;Johannesburg;South Africa;Africa;Long-haul;6;1582;1137081.29;718.76;83.0;11.4;84.6;0.1092
SAL00651;2023-10;DXB;Dubai;UAE;Middle East;Long-haul;7;1581;1178309.23;745.29;83.8;22.0;66.0;0.0844
SAL00652;2023-10;LIS;Lisbon;Portugal;Europe;Medium-haul;11;1509;382762.04;253.65;88,0;11.2;71.5;0.0697
SAL00653;2023-10;NRT;Tokyo;Japan;Asia;Long-haul;7;1654;1224309.27;740.21;80.2;13.1;82.7;0.0432
SAL00654;2023-10;ATH;Athens;Greece;Europe;Medium-haul;6;891;193509.34;217.18;91.3;19.4;83.4;0.077
SAL00655;2023-10;SIN;Singapore;Singapore;Asia;Long-haul;3;666;506813.69;760.98;76.3;11.3;79.3;0.1082
SAL00656;2023-10;BKK;Bangkok;Thailand;Asia;Long-haul;7;1665;1 129 054.73;678.11;83.1;20.6;82.0;0.0579
SAL00657;2023-10;ORD;Chicago;United States;North America;Long-haul;7;1553;1355449.66;872.79;84.7;12.6;73.5;0.0768
SAL00658;2023-10;DEL;Delhi;India;Asia;Long-haul;5;1065;767153.2;720.33;84.5;12.8;82.9;0.0938
SAL00659;2023-11;CDG;Paris;France;Europe;Short-haul;28;3950;637816.27;161.47;77.4;20.7;75.1;0.0741
SAL00660;2023-11;LHR;London;United Kingdom;Europe;Short-haul;29;3970;615015.09;154.92;80.8;8.5;71.1;0.1051
SAL00661;2023-11;AMS;Amsterdam;Netherlands;Europe;Short-haul;21;2893;411996.87;142.41;83,4;20.9;67.6;0.1113
SAL00662;2023-11;MAD;Madrid;Spain;Europe;Medium-haul;14;1961;559496.57;285.31;84.6;10.5;79.6;0.0881
SAL00663;2023-11;BCN;Barcelona;Spain;Europe;Medium-haul;13;1923;460954.7;239.71;93.8;23.9;72.1;0.0432
SAL00664;2023-11;VIE;Vienna;Austria;Europe;Short-haul;11;1596;242248.7;151.78;76.9;22.2;56.5;0.1109
SAL00665;2023-11;ZRH;Zurich;Switzerland;Europe;Short-haul;24;3383;606226.87;179.2;79.6;20.0;70.3;0.1179
SAL00666;2023-11;BRU;Brussels;Belgium;Europe;Short-haul;14;2058;352812.51;171.43;71,2;21.4;76.3;0.0714
SAL00667;2023-11;CPH;Copenhagen;Denmark;Europe;Short-haul;6;815;99952.8;122.64;72,6;12.8;59.8;0.0898
SAL00668;2023-11;MUC;Munich;Germany;Europe;Short-haul;29;4068;715485.55;175.88;72.2;8.7;71.1;0.0629
SAL00669;2023-11;DUS;Dusseldorf;Germany;Europe;Short-haul;16;2298;436400.59;189.9;94.6;12.3;57.7;0.1096
SAL00670;2023-11;ORD;Chicago;United States;North America;Long-haul;7;1549;1188627.93;767.35;84.8;13.8;76.5;0.0894
SAL00671;2023-11;IAD;Washington;United States;North America;Long-haul;5;1284;573 669.09;446.78;80.8;20.4;62.8;0.1064
SAL00672;2023-11;NRT;Tokyo;Japan;Asia;Long-haul;8;2026;1467961.96;724.56;94.7;15.9;83.0;0.0413
SAL00673;2023-11;JNB;Johannesburg;South Africa;Africa;Long-haul;5;1072;867700.23;809.42;74.0;9.6;55.7;0.0717
SAL00674;2023-11;WAW;Warsaw;Poland;Europe;Short-haul;8;1026;206793.62;201.55;74.4;20.6;57.6;0.0664
SAL00675;2023-11;PVG;Shanghai;China;Asia;Long-haul;11;2614;2013718.44;770.36;89.9;13.5;60.8;0.049
SAL00676;2023-11;GRU;Sao Paulo;Brazil;South America;Long-haul;8;1719;1277806.12;743.34;92.0;22.9;77.2;0.1054
SAL00677;2023-11;BKK;Bangkok;Thailand;Asia;Long-haul;2;578;385375.92;666.74;81.2;22.0;83.7;0.0761
SAL00678;2023-11;FCO;Rome;Italy;Europe;Short-haul;12;1675;278411.44;166.22;81.0;21.1;73.0;0.0953
SAL00679;2023-11;MXP;Milan;Italy;Europe;Short-haul;11;1445;232619.84;160.98;83.8;15.0;77.9;0.1119
SAL00680;2023-11;IST;Istanbul;Turkey;Europe;Medium-haul;8;1087;195212.93;179.59;71.0;22.6;65.5;0.059
SAL00681;2023-11;JFK;New York;United States;North America;Long-haul;10;2596;1945152.01;749.29;83.9;15.4;68.5;0.0922
SAL00682;2023-11;DXB;Dubai;UAE;Middle East;Long-haul;6;1306;1032407.23;790.51;74.0;14.6;61.6;0.0946
SAL00683;2023-11;ARN;Stockholm;Sweden;Europe;Medium-haul;7;1043;299641.07;287.29;81.9;10.5;69.9;0.106
SAL00684;2023-11;DEL;Delhi;India;Asia;Long-haul;7;1696;1303624.66;768.65;87.3;9.1;83.7;0.0918
SAL00685;2023-11;ATH;Athens;Greece;Europe;Medium-haul;9;1250;262019.45;209.62;81.1;12.6;65.0;0.0818
SAL00686;2023-11;LIS;Lisbon;Portugal;Europe;Medium-haul;8;1139;246188.75;216.14;88.0;11.9;62.6;0.0719
SAL00687;2023-11;SIN;Singapore;Singapore;Asia;Long-haul;7;1859;1404666.85;755.6;76.4;14.6;66.1;0.0812
SAL00688;2023-11;YYZ;Toronto;Canada;North America;Long-haul;3;670;593830.37;886.31;83.5;14.4;55.9;0.0507
SAL00689;2023-12;CDG;Paris;France;Europe;Short-haul;22;3202;551652.34;172.28;84.0;8.1;60.0;0.048
SAL00690;2023-12;AMS;Amsterdam;Netherlands;Europe;Short-haul;14;2057;317010.16;154.11;79.4;16.6;69.5;0.09
SAL00691;2023-12;ZRH;Zurich;Switzerland;Europe;Short-haul;16;2268;407961.46;179.88;84.1;15.9;61.2;0.1067
SAL00692;2023-12;LIS;Lisbon;Portugal;Europe;Medium-haul;9;1243;347233.88;279.35;79.4;19.8;79.7;0.0808
SAL00693;2023-12;DUS;Dusseldorf;Germany;Europe;Short-haul;3;376;49389.24;131.35;91.6;12.0;75.9;0.1187
SAL00694;2023-12;LHR;London;United Kingdom;Europe;Short-haul;16;2338;383909.74;164.2;72.6;12.8;75.8;0.081
SAL00695;2023-12;FCO;Rome;Italy;Europe;Short-haul;8;1137;217381.37;191.19;87.0;14.7;69.7;0.0934
SAL00696;2023-12;MXP;Milan;Italy;Europe;Short-haul;12;1753;328614.21;187.46;91.3;12.3;71.8;0.0839
SAL00697;2023-12;MAD;Madrid;Spain;Europe;Medium-haul;5;759;196656.63;259.1;80.7;17.7;71.6;0.077
SAL00698;2023-12;ATH;Athens;Greece;Europe;Medium-haul;6;841;182053.96;216.47;87.7;13.4;62.6;0.0622
SAL00699;2023-12;ORD;Chicago;United States;North America;Long-haul;7;1688;1201759.19;711.94;71.9;8.2;78.6;0.054
SAL00700;2023-12;BCN;Barcelona;Spain;Europe;Medium-haul;6;921;243651.97;264.55;77.6;17.2;55.7;0.0957
SAL00701;2023-12;VIE;Vienna;Austria;Europe;Short-haul;11;1592;250562.51;157.39;85.0;18.2;60.0;0.1126
SAL00702;2023-12;WAW;Warsaw;Poland;Europe;Short-haul;10;1520;246564.0;162.21;75.4;15.1;74.2;0.0629
SAL00703;2023-12;MUC;Munich;Germany;Europe;Short-haul;17;2508;410 361.33;163.62;73.0;8.9;73.4;0.0672
SAL00704;2023-12;JFK;New York;United States;North America;Long-haul;11;2855;1996037.01;699.14;92.0;11.4;63.3;0.093
SAL00705;2023-12;GRU;Sao Paulo;Brazil;South America;Long-haul;1;260;144799.1;556.92;91.0;10.3;58.5;0.1184
SAL00706;2023-12;NRT;Tokyo;Japan;Asia;Long-haul;4;820;603866.09;736.42;84.1;10.2;68.6;0.1109
SAL00707;2023-12;SIN;Singapore;Singapore;Asia;Long-haul;4;996;880578.7;884.12;78.8;20.8;67.9;0.0544
SAL00708;2023-12;JNB;Johannesburg;South Africa;Africa;Long-haul;4;943;661461.64;701.44;72.4;9.3;77.8;0.1195
SAL00709;2023-12;CPH;Copenhagen;Denmark;Europe;Short-haul;7;1021;150095.79;147.01;77.0;9.7;83.4;0.0854
SAL00710;2023-12;ARN;Stockholm;Sweden;Europe;Medium-haul;5;705;181596.63;257.58;88.2;13.8;76.6;0.0414
SAL00711;2023-12;IAD;Washington;United States;North America;Long-haul;7;1617;1474866.09;912.1;70.2;22.9;74.9;0.0636
SAL00712;2023-12;IST;Istanbul;Turkey;Europe;Medium-haul;7;1063;252960.75;237.97;76.6;9.0;64.7;0.0591
SAL00713;2023-12;PVG;Shanghai;China;Asia;Long-haul;3;677;432133.2;638.31;94.5;16.0;80.0;0.0829
SAL00714;2023-12;BRU;Brussels;Belgium;Europe;Short-haul;5;610;115598.5;189.51;74.0;10.0;83.8;0.0652
SAL00715;2023-12;DEL;Delhi;India;Asia;Long-haul;7;1901;1567697.04;824.67;88.6;14.9;75.3;0.0602
SAL00716;2023-12;BKK;Bangkok;Thailand;Asia;Long-haul;2;455;237321.41;521.59;90.5;20.7;69.5;0.0966
SAL00717;2023-12;DXB;Dubai;UAE;Middle East;Long-haul;6;1537;1365210.4;888.23;72.7;13.9;79.7;0.1143
SAL00718;2023-12;YYZ;Toronto;Canada;North America;Long-haul;1;261;207834.12;796.3;74.5;23.2;78.5;0.0823
SAL00719;2024-01;CDG;Paris;France;Europe;Short-haul;21;2746;404540.03;147.32;74.4;17.2;74.7;0.0753
SAL00720;2024-01;LHR;London;United Kingdom;Europe;Short-haul;20;2882;513415.54;178.15;87.3;9.3;77.7;0.0614
SAL00721;2024-01;AMS;Amsterdam;Netherlands;Europe;Short-haul;12;1734;304 193.19;175.43;94.3;8.7;78.0;0.0719
SAL00722;2024-01;MXP;Milan;Italy;Europe;Short-haul;8;1170;207217.01;177.11;71.8;17.4;57.7;0.0733
SAL00723;2024-01;ZRH;Zurich;Switzerland;Europe;Short-haul;18;2639;430975.75;163.31;90.7;15.8;77.0;0.1039
SAL00724;2024-01;BRU;Brussels;Belgium;Europe;Short-haul;6;819;129910.41;158.62;91.7;21.7;72.4;0.0696
SAL00725;2024-01;MUC;Munich;Germany;Europe;Short-haul;27;3765;667630.21;177.33;70,2;23.8;78.0;0.1185
SAL00726;2024-01;JFK;New York;United States;North America;Long-haul;12;3041;2629130.12;864.56;72.2;22.7;76.6;0.0891
SAL00727;2024-01;ORD;Chicago;United States;North America;Long-haul;12;2926;2328225.09;795.7;78.4;13.8;57.0;0.0624
SAL00728;2024-01;PVG;Shanghai;China;Asia;Long-haul;3;638;542485.44;850.29;81,9;10.3;77.4;0.0699
SAL00729;2024-01;BKK;Bangkok;Thailand;Asia;Long-haul;5;1294;1074724.77;830.54;90.8;18.8;82.8;0.0415
SAL00730;2024-01;FCO;Rome;Italy;Europe;Short-haul;12;1699;290951.35;171.25;79.1;8.2;85.0;0.0772
SAL00731;2024-01;BCN;Barcelona;Spain;Europe;Medium-haul;9;1334;347867.61;260.77;94.6;14.1;67.8;0.0533
SAL00732;2024-01;IST;Istanbul;Turkey;Europe;Medium-haul;6;903;181181.98;200.64;86.9;10.3;76.0;0.0501
SAL00733;2024-01;MAD;Madrid;Spain;Europe;Medium-haul;14;2009;438922.55;218.48;91.3;15.8;66.3;0.0676
SAL00734;2024-01;VIE;Vienna;Austria;Europe;Short-haul;10;1364;216281.36;158.56;71.8;21.7;59.1;0.0975
SAL00735;2024-01;WAW;Warsaw;Poland;Europe;Short-haul;8;1150;182959.55;159.1;82.1;13.6;56.0;0.1003
SAL00736;2024-01;LIS;Lisbon;Portugal;Europe;Medium-haul;6;895;217727.51;243.27;70.9;17.7;80.3;0.0804
SAL00737;2024-01;ARN;Stockholm;Sweden;Europe;Medium-haul;10;1396;282125.09;202.1;84.6;12.8;84.9;0.0746
SAL00738;2024-01;DUS;Dusseldorf;Germany;Europe;Short-haul;6;734;87929.52;119.79;73.8;24.8;56.9;0.0407
SAL00739;2024-01;NRT;Tokyo;Japan;Asia;Long-haul;7;2026;1637370.79;808.18;78.4;10.6;66.1;0.0518
SAL00740;2024-01;CPH;Copenhagen;Denmark;Europe;Short-haul;8;1161;230321.79;198.38;90.2;17.3;72.6;0.058
SAL00741;2024-01;ATH;Athens;Greece;Europe;Medium-haul;9;1342;286300.02;213.34;79,8;12.5;63.3;0.0846
SAL00742;2024-01;SIN;Singapore;Singapore;Asia;Long-haul;5;1006;978474.69;972.64;84.4;8.2;69.7;0.0936
SAL00743;2024-01;GRU;Sao Paulo;Brazil;South America;Long-haul;4;970;675442.76;696.33;71.7;18.2;69.9;0.0751
SAL00744;2024-01;DEL;Delhi;India;Asia;Long-haul;7;1647;1 560 258.53;947.33;86.0;17.7;75.7;0.0461
SAL00745;2024-01;JNB;Johannesburg;South Africa;Africa;Long-haul;3;674;496 181.36;736.17;75.2;9.7;78.2;0.0573
SAL00746;2024-01;YYZ;Toronto;Canada;North America;Long-haul;4;988;815212.91;825.11;82.2;9.7;70.5;0.0457
SAL00747;2024-01;DXB;Dubai;UAE;Middle East;Long-haul;6;1690;1229731.84;727.65;93.5;17.3;70.1;0.0868
SAL00748;2024-01;IAD;Washington;United States;North America;Long-haul;3;643;481470.16;748.79;71.6;22.1;67.7;0.1057
SAL00749;2024-02;LHR;London;United Kingdom;Europe;Short-haul;25;3536;576 284.39;162.98;80.6;13.0;56.3;0.0582
SAL00750;2024-02;AMS;Amsterdam;Netherlands;Europe;Short-haul;13;1830;336656.58;183.97;81.1;15.3;73.7;0.0857
SAL00751;2024-02;ZRH;Zurich;Switzerland;Europe;Short-haul;13;1726;298 242.48;172.79;71.4;8.6;75.4;0.1194
SAL00752;2024-02;CPH;Copenhagen;Denmark;Europe;Short-haul;6;848;152669.99;180.04;78.2;22.8;74.3;0.0911
SAL00753;2024-02;MUC;Munich;Germany;Europe;Short-haul;20;2593;427766.25;164.97;93.8;14.0;76.1;0.075
SAL00754;2024-02;JFK;New York;United States;North America;Long-haul;9;2130;1569601.96;736.9;70.1;23.5;67.6;0.1135
SAL00755;2024-02;GRU;Sao Paulo;Brazil;South America;Long-haul;4;782;612373.27;783.09;70.7;11.6;71.2;0.0556
SAL00756;2024-02;CDG;Paris;France;Europe;Short-haul;15;2209;345326.44;156.33;73.6;13.1;56.7;0.0921
SAL00757;2024-02;ATH;Athens;Greece;Europe;Medium-haul;12;1618;428364.9;264.75;87.4;11.4;57.3;0.1187
SAL00758;2024-02;LIS;Lisbon;Portugal;Europe;Medium-haul;7;1043;264002.11;253.12;93.5;14.8;84.9;0.0421
SAL00759;2024-02;DUS;Dusseldorf;Germany;Europe;Short-haul;12;1727;286249.14;165.75;87,8;25.0;76.5;0.0577
SAL00760;2024-02;YYZ;Toronto;Canada;North America;Long-haul;9;2151;1 831 379.37;851.41;87.6;14.8;61.8;0.0633
SAL00761;2024-02;SIN;Singapore;Singapore;Asia;Long-haul;2;429;434305.44;1012.37;79.3;20.3;76.9;0.048
SAL00762;2024-02;DEL;Delhi;India;Asia;Long-haul;3;575;299412.41;520.72;89.4;17.8;78.1;0.0408
SAL00763;2024-02;MXP;Milan;Italy;Europe;Short-haul;9;1229;197566.11;160.75;72.2;17.9;74.1;0.0776
SAL00764;2024-02;BRU;Brussels;Belgium;Europe;Short-haul;7;1019;143773.49;141.09;85.3;17.9;75.7;0.0773
SAL00765;2024-02;DXB;Dubai;UAE;Middle East;Long-haul;8;2075;1319836.49;636.07;89.2;21.0;60.1;0.0666
SAL00766;2024-02;BCN;Barcelona;Spain;Europe;Medium-haul;10;1463;363883.13;248.72;94.9;20.5;65.9;0.0853
SAL00767;2024-02;ORD;Chicago;United States;North America;Long-haul;6;1516;1041909.51;687.28;94.0;16.3;57.0;0.0877
SAL00768;2024-02;BKK;Bangkok;Thailand;Asia;Long-haul;4;985;874424.88;887.74;73.6;13.0;80.2;0.0882
SAL00769;2024-02;FCO;Rome;Italy;Europe;Short-haul;7;1001;187716.86;187.53;89.8;9.9;81.4;0.0432
SAL00770;2024-02;ARN;Stockholm;Sweden;Europe;Medium-haul;8;1127;271727.43;241.11;74.3;10.8;84.8;0.0595
SAL00771;2024-02;NRT;Tokyo;Japan;Asia;Long-haul;4;931;709497.09;762.08;74,7;8.5;77.7;0.0973
SAL00772;2024-02;MAD;Madrid;Spain;Europe;Medium-haul;5;684;162728.06;237.91;73.7;24.7;83.5;0.1045
SAL00773;2024-02;IST;Istanbul;Turkey;Europe;Medium-haul;4;589;114 532.93;194.45;83.7;8.4;80.7;0.0738
SAL00774;2024-02;WAW;Warsaw;Poland;Europe;Short-haul;6;793;131295.63;165.57;92.4;12.8;60.0;0.1081
SAL00775;2024-02;VIE;Vienna;Austria;Europe;Short-haul;9;1235;175227.6;141.88;73.9;16.4;65.2;0.0409
SAL00776;2024-02;IAD;Washington;United States;North America;Long-haul;5;1203;959297.22;797.42;84.7;19.2;69.3;0.0701
SAL00777;2024-02;PVG;Shanghai;China;Asia;Long-haul;8;2010;1648585.06;820.19;93,8;22.5;55.4;0.1106
SAL00778;2024-02;JNB;Johannesburg;South Africa;Africa;Long-haul;3;693;561661.48;810.48;80.3;22.7;78.4;0.1117
SAL00779;2024-03;CDG;Paris;France;Europe;Short-haul;31;4433;716871.59;161.71;72.4;18.3;74.1;0.0935
SAL00780;2024-03;LHR;London;United Kingdom;Europe;Short-haul;31;4188;672172.73;160.5;76.9;19.8;73.9;0.0638
SAL00781;2024-03;AMS;Amsterdam;Netherlands;Europe;Short-haul;22;3022;506746.04;167.69;84.0;20.0;60.4;0.0873
SAL00782;2024-03;FCO;Rome;Italy;Europe;Short-haul;14;1855;316664.55;170.71;72.9;13.9;61.2;0.0843
SAL00783;2024-03;MXP;Milan;Italy;Europe;Short-haul;16;2219;390621.11;176.03;86.4;17.4;80.1;0.0878
SAL00784;2024-03;MAD;Madrid;Spain;Europe;Medium-haul;15;2113;483689.7;228.91;77.1;19.7;66.5;0.1141
SAL00785;2024-03;BRU;Brussels;Belgium;Europe;Short-haul;6;921;158080.1;171.64;91.9;17.6;68.0;0.0745
SAL00786;2024-03;CPH;Copenhagen;Denmark;Europe;Short-haul;11;1634;266287.08;162.97;73.9;24.0;79.0;0.101
SAL00787;2024-03;IST;Istanbul;Turkey;Europe;Medium-haul;15;2082;537992.7;258.4;75.7;11.8;70.6;0.051
SAL00788;2024-03;LIS;Lisbon;Portugal;Europe;Medium-haul;12;1673;387781.85;231.79;81.0;14.6;64.5;0.0651
SAL00789;2024-03;MUC;Munich;Germany;Europe;Short-haul;31;4133;696552.35;168.53;80.8;15.5;84.5;0.0644
SAL00790;2024-03;DUS;Dusseldorf;Germany;Europe;Short-haul;19;2495;433988.96;173.94;78.8;9.9;58.4;0.1008
SAL00791;2024-03;JFK;New York;United States;North America;Long-haul;18;4581;4074801.37;889.5;70.4;13.5;58.4;0.1054
SAL00792;2024-03;DEL;Delhi;India;Asia;Long-haul;8;1941;1636222.82;842.98;80.4;23.3;77.1;0.0514
SAL00793;2024-03;GRU;Sao Paulo;Brazil;South America;Long-haul;5;1376;1156974.1;840.82;75.2;23.6;60.6;0.0526
SAL00794;2024-03;BKK;Bangkok;Thailand;Asia;Long-haul;9;2087;1867950.15;895.04;95.0;11.0;73.0;0.0777
SAL00795;2024-03;BCN;Barcelona;Spain;Europe;Medium-haul;19;2709;647839.61;239.14;71.6;20.5;69.3;0.0865
SAL00796;2024-03;VIE;Vienna;Austria;Europe;Short-haul;17;2287;368730.71;161.23;94.0;8.7;72.1;0.0724
SAL00797;2024-03;ZRH;Zurich;Switzerland;Europe;Short-haul;26;3529;609 647.24;172.75;92.1;16.1;74.8;0.0428
SAL00798;2024-03;IAD;Washington;United States;North America;Long-haul;6;1737;982332.54;565.53;79.9;15.4;69.7;0.0776
SAL00799;2024-03;NRT;Tokyo;Japan;Asia;Long-haul;7;1542;1009058.4;654.38;93.9;21.1;58.1;0.0659
SAL00800;2024-03;ATH;Athens;Greece;Europe;Medium-haul;10;1350;293871.42;217.68;94.1;16.8;76.1;0.0967
SAL00801;2024-03;ARN;Stockholm;Sweden;Europe;Medium-haul;11;1561;443825.53;284.32;78.3;18.0;58.2;0.0897
SAL00802;2024-03;ORD;Chicago;United States;North America;Long-haul;8;1854;1514100.43;816.67;80.6;17.6;79.0;0.0626
SAL00803;2024-03;DXB;Dubai;UAE;Middle East;Long-haul;10;2499;1 790 013.11;716.29;72.1;16.2;67.7;0.0507
SAL00804;2024-03;PVG;Shanghai;China;Asia;Long-haul;5;1248;908169.04;727.7;74.8;19.0;56.8;0.0564
SAL00805;2024-03;YYZ;Toronto;Canada;North America;Long-haul;4;841;660192.93;785.01;83.0;18.9;61.9;0.0911
SAL00806;2024-03;JNB;Johannesburg;South Africa;Africa;Long-haul;5;1216;794598.11;653.45;89.0;10.7;80.5;0.0407
SAL00807;2024-03;WAW;Warsaw;Poland;Europe;Short-haul;12;1827;325731.84;178.29;90,4;18.7;68.5;0.1088
SAL00808;2024-03;SIN;Singapore;Singapore;Asia;Long-haul;4;940;682804.22;726.39;93.6;18.6;55.0;0.0596
SAL00809;2024-04;CDG;Paris;France;Europe;Short-haul;30;4312;685569.88;158.99;74.2;21.3;64.6;0.1064
SAL00810;2024-04;LHR;London;United Kingdom;Europe;Short-haul;30;4400;720905.54;163.84;80.9;21.7;81.5;0.0532
SAL00811;2024-04;AMS;Amsterdam;Netherlands;Europe;Short-haul;23;3248;491978.21;151.47;72.8;11.7;59.2;0.1129
SAL00812;2024-04;ZRH;Zurich;Switzerland;Europe;Short-haul;21;3033;558085.55;184.0;70.2;11.0;69.5;0.1117
SAL00813;2024-04;BRU;Brussels;Belgium;Europe;Short-haul;12;1681;258174.67;153.58;73.0;18.7;57.5;0.0538
SAL00814;2024-04;WAW;Warsaw;Poland;Europe;Short-haul;10;1475;248270.06;168.32;85.4;22.1;84.3;0.0925
SAL00815;2024-04;IST;Istanbul;Turkey;Europe;Medium-haul;10;1443;306644.96;212.51;75.4;12.3;61.1;0.0513
SAL00816;2024-04;LIS;Lisbon;Portugal;Europe;Medium-haul;12;1673;365437.71;218.43;70.7;10.0;76.7;0.1105
SAL00817;2024-04;MUC;Munich;Germany;Europe;Short-haul;30;4239;638522.08;150.63;82,9;16.4;74.6;0.1185
SAL00818;2024-04;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1863;258674.47;138.85;92.3;11.8;82.0;0.08
SAL00819;2024-04;YYZ;Toronto;Canada;North America;Long-haul;10;2484;2271912.59;914.62;78.1;8.6;60.8;0.0701
SAL00820;2024-04;DXB;Dubai;UAE;Middle East;Long-haul;13;3256;2420346.77;743.35;82.6;12.5;55.1;0.0801
SAL00821;2024-04;FCO;Rome;Italy;Europe;Short-haul;18;2517;392100.06;155.78;81.5;16.9;70.7;0.0549
SAL00822;2024-04;CPH;Copenhagen;Denmark;Europe;Short-haul;11;1598;268 975.32;168.32;92.6;16.6;66.5;0.0581
SAL00823;2024-04;ATH;Athens;Greece;Europe;Medium-haul;6;915;223848.99;244.64;78.9;21.1;77.9;0.0596
SAL00824;2024-04;JFK;New York;United States;North America;Long-haul;12;2784;2203160.05;791.36;80.9;13.3;59.3;0.0416
SAL00825;2024-04;ORD;Chicago;United States;North America;Long-haul;8;2136;1329877.25;622.6;70.2;10.3;62.5;0.1016
SAL00826;2024-04;DEL;Delhi;India;Asia;Long-haul;4;931;526443.85;565.46;77.1;13.3;72.4;0.0938
SAL00827;2024-04;MXP;Milan;Italy;Europe;Short-haul;10;1364;239654.41;175.7;90.5;21.0;63.0;0.0857
SAL00828;2024-04;MAD;Madrid;Spain;Europe;Medium-haul;12;1679;410548.02;244.52;82,2;8.6;77.3;0.0428
SAL00829;2024-04;BCN;Barcelona;Spain;Europe;Medium-haul;12;1681;411008.92;244.5;83.7;14.7;70.8;0.1003
SAL00830;2024-04;ARN;Stockholm;Sweden;Europe;Medium-haul;8;1205;276864.52;229.76;81.8;23.8;74.1;0.051
SAL00831;2024-04;IAD;Washington;United States;North America;Long-haul;9;2534;1636582.06;645.85;76.7;9.9;76.8;0.0435
SAL00832;2024-04;VIE;Vienna;Austria;Europe;Short-haul;12;1761;352229.99;200.02;90.7;16.4;83.8;0.1018
SAL00833;2024-04;JNB;Johannesburg;South Africa;Africa;Long-haul;4;962;849188.48;882.73;88.6;20.3;75.2;0.0623
SAL00834;2024-04;NRT;Tokyo;Japan;Asia;Long-haul;4;856;596641.48;697.01;77.0;23.4;75.5;0.1135
SAL00835;2024-04;PVG;Shanghai;China;Asia;Long-haul;6;1664;889597.66;534.61;73.6;16.0;71.6;0.1142
SAL00836;2024-04;BKK;Bangkok;Thailand;Asia;Long-haul;5;1150;916133.57;796.64;78.7;8.5;75.2;0.112
SAL00837;2024-04;SIN;Singapore;Singapore;Asia;Long-haul;3;850;718 258.21;845.01;77.6;12.0;71.7;0.0583
SAL00838;2024-04;GRU;Sao Paulo;Brazil;South America;Long-haul;4;822;619263.1;753.36;90.3;15.8;74.8;0.0524
SAL00839;2024-05;CDG;Paris;France;Europe;Short-haul;31;4341;694104.74;159.9;82.6;23.3;68.2;0.0676
SAL00840;2024-05;LHR;London;United Kingdom;Europe;Short-haul;31;4318;713424.29;165.22;76.9;8.4;66.0;0.1042
SAL00841;2024-05;FCO;Rome;Italy;Europe;Short-haul;13;1802;288218.02;159.94;84.9;12.9;78.7;0.0678
SAL00842;2024-05;MAD;Madrid;Spain;Europe;Medium-haul;11;1526;369384.25;242.06;86.7;14.9;74.8;0.093
SAL00843;2024-05;BCN;Barcelona;Spain;Europe;Medium-haul;14;1935;467309.28;241.5;78.9;18.4;57.9;0.0974
SAL00844;2024-05;LIS;Lisbon;Portugal;Europe;Medium-haul;13;1889;444439.05;235.28;78.8;10.1;78.0;0.0411
